,bagni,locali,piano,prezzo(€),superficie
6043,2.0,3.0,3.0,650000,110.0
6044,1.0,2.0,1.0,520000,70.0
6045,2.0,5.0,1.0,279000,150.0
6046,1.0,3.0,1.0,280000,110.0
6047,3.0,5.0,11.5,190000,139.0
6048,2.0,5.5,1.0,1250000,154.0
6049,2.0,5.5,1.0,2000000,210.0
6050,1.0,3.0,0.5,199000,75.0
6051,2.0,3.0,11.5,279000,85.0
6052,1.0,3.0,0.5,460000,100.0
6053,2.0,5.5,0.3,1150000,220.0
6054,3.0,5.5,2.0,825000,185.0
6055,1.0,3.0,0.5,115000,100.0
6056,1.0,2.0,1.0,265000,55.0
6057,1.0,2.0,2.0,169000,45.0
6058,2.0,3.0,1.0,239000,90.0
6059,2.0,5.5,5.0,1900000,256.0
6060,1.0,2.0,0.5,315000,80.0
6061,3.0,5.0,1.0,980000,200.0
6062,1.0,2.0,0.5,135000,51.0
6063,1.0,2.0,1.0,298000,62.0
6064,1.0,3.0,0.5,159000,70.0
6065,3.0,5.5,2.0,1195000,190.0
6066,2.0,3.0,3.0,420000,100.0
6067,2.0,4.0,1.0,490000,120.0
6068,1.0,2.0,0.0,250000,55.0
6069,2.0,5.5,1.0,425000,178.0
6070,1.0,2.0,0.5,59000,60.0
6071,1.0,3.0,3.0,209000,70.0
6072,2.0,3.0,1.0,339000,95.0
6073,2.0,4.0,1.0,375000,130.0
6074,2.0,3.0,0.5,225000,70.0
6075,1.0,4.0,1.0,459000,126.0
6076,2.0,4.0,3.0,439000,140.0
6077,2.0,4.0,2.0,590000,175.0
6078,1.0,3.0,2.0,450000,82.0
6079,3.0,5.0,1.0,550000,165.0
6080,3.0,5.5,2.0,780000,218.0
6081,2.0,4.0,1.0,250000,85.0
6082,1.0,1.0,0.3,109000,30.0
6083,1.0,4.0,1.0,290000,80.0
6084,1.0,3.0,2.0,780000,80.0
6085,1.0,3.0,3.0,220000,100.0
6086,2.0,3.0,1.0,469000,120.0
6087,1.0,3.0,1.0,380000,77.0
6088,2.0,4.0,2.0,590000,130.0
6089,3.0,5.0,1.0,570000,177.0
6090,3.0,5.0,5.0,840000,160.0
6091,2.0,5.5,0.5,1220000,245.0
6092,2.0,4.0,1.0,219000,100.0
6093,2.0,4.0,11.5,750000,120.0
6094,1.0,5.0,8.0,430000,90.0
6095,2.0,5.0,5.0,379000,145.0
6096,2.0,3.0,1.0,420000,86.0
6097,3.0,5.5,2.0,980000,228.0
6098,2.0,4.0,0.5,498000,182.0
6099,2.0,3.0,1.0,549000,105.0
6100,1.0,3.0,3.0,90000,55.0
6101,1.0,3.0,4.0,229000,95.0
6102,2.0,5.0,1.0,690000,183.0
6103,2.0,5.0,0.5,599000,140.0
6104,1.0,2.0,1.0,340000,67.0
6105,3.5,5.5,2.0,1090000,238.0
6106,2.0,5.0,1.0,490000,194.0
6107,1.0,3.0,11.5,265000,75.0
6108,1.0,4.0,2.0,250000,100.0
6109,1.0,4.0,2.0,320000,90.0
6110,1.0,3.0,1.0,149000,75.0
6111,2.0,3.0,3.0,465000,100.0
6112,2.0,3.0,0.5,285000,85.0
6113,3.5,5.0,11.5,1370000,286.0
6114,2.0,4.0,3.0,410000,112.0
6115,1.0,1.0,0.5,120000,35.0
6116,1.0,3.0,0.5,340000,100.0
6117,1.0,2.0,2.0,225000,56.0
6118,2.0,3.0,1.0,325000,92.0
6119,1.0,3.0,8.0,339000,88.0
6120,2.0,4.0,2.0,350000,130.0
6121,2.0,4.0,1.0,549000,165.0
6122,2.0,5.0,0.5,650000,156.0
6123,2.0,4.0,1.0,499000,135.0
6124,1.0,1.0,0.5,89000,25.0
6125,1.0,4.0,0.3,179000,140.0
6126,1.0,1.0,0.5,157000,41.0
6127,1.0,2.0,0.5,229000,72.0
6128,2.0,4.0,1.0,464000,106.0
6129,1.0,2.0,1.0,233000,52.0
6130,2.0,3.0,3.0,410000,92.0
6131,1.0,3.0,1.0,309000,80.0
6132,1.0,2.0,1.0,115000,50.0
6133,1.0,4.0,11.5,649000,110.0
6134,3.0,5.0,3.0,718000,147.0
6135,2.0,5.5,1.0,1200000,200.0
6136,1.0,2.0,1.0,260000,60.0
6137,3.0,5.5,3.0,799000,260.0
6138,1.0,2.0,0.5,183000,54.0
6139,3.0,5.5,2.0,870000,291.0
6140,3.0,5.5,2.0,550000,159.0
6141,1.0,3.0,5.0,289000,90.0
6142,2.0,3.0,11.5,485000,80.0
6143,1.0,3.0,3.0,265000,100.0
6144,1.0,2.0,0.5,109000,30.0
6145,1.0,2.0,0.3,179000,61.0
6146,2.0,5.0,2.0,370000,116.0
6147,2.0,3.0,1.0,369000,110.0
6148,1.0,2.0,0.3,119000,50.0
6149,1.0,2.0,1.0,173000,65.0
6150,1.0,4.0,1.0,380000,120.0
6151,1.0,5.0,11.5,189000,95.0
6152,1.0,2.0,0.5,84000,45.0
6153,1.0,3.0,3.0,200000,65.0
6154,1.0,2.0,1.0,230000,80.0
6155,2.0,2.0,1.0,530000,70.0
6156,1.0,2.0,3.0,260000,50.0
6157,1.0,4.0,0.5,370000,117.0
6158,2.0,3.0,6.0,265000,100.0
6159,2.0,3.0,3.0,445000,135.0
6160,2.0,5.5,3.0,475000,150.0
6161,1.0,2.0,6.0,199000,60.0
6162,1.0,3.0,0.3,189000,70.0
6163,1.0,3.0,1.0,169000,65.0
6164,1.0,5.0,7.0,230000,80.0
6165,3.5,5.5,4.0,2200000,435.0
6166,2.0,4.0,11.5,385000,122.0
6167,1.0,3.0,4.0,219000,85.0
6168,2.0,4.0,0.5,310000,90.0
6169,2.0,5.5,11.5,749000,280.0
6170,2.0,3.0,0.3,298000,90.0
6171,2.0,3.0,1.0,430000,85.0
6172,1.0,2.0,5.0,210000,70.0
6173,1.0,3.0,0.3,299000,65.0
6174,1.0,3.0,11.5,385000,120.0
6175,1.0,3.0,3.0,460000,80.0
6176,3.0,5.5,5.0,1140000,230.0
6177,1.0,2.0,7.0,249000,72.0
6178,3.0,4.0,3.0,920000,211.0
6179,1.0,3.0,0.5,169000,72.0
6180,1.0,2.0,0.3,198000,62.0
6181,1.0,2.0,4.0,169000,85.0
6182,1.0,2.0,4.0,199000,70.0
6183,1.0,3.0,1.0,190000,91.0
6184,1.0,3.0,1.0,169000,98.0
6185,2.0,5.5,5.0,900000,220.0
6186,2.0,4.0,3.0,730000,163.0
6187,1.0,3.0,2.0,229000,110.0
6188,1.0,3.0,1.0,210000,65.0
6189,1.0,3.0,1.0,199000,85.0
6190,2.0,4.0,2.0,420000,130.0
6191,3.0,5.5,0.3,549000,160.0
6192,2.0,4.0,1.0,290000,80.0
6193,3.5,5.5,8.0,4000000,425.0
6194,2.0,5.5,4.0,690000,185.0
6195,1.0,2.0,0.5,770000,67.0
6196,2.0,3.0,4.0,299000,100.0
6197,1.0,2.0,1.0,310000,78.0
6198,2.0,5.0,2.0,460000,160.0
6199,1.0,2.0,0.5,248000,70.0
6200,1.0,2.0,1.0,430000,85.0
6201,1.0,4.0,4.0,179000,100.0
6202,2.0,3.0,0.5,395000,90.0
6203,2.0,4.0,2.0,290000,135.0
6204,3.5,5.5,0.5,950000,690.0
6205,1.0,3.0,3.0,539000,125.0
6206,1.0,1.0,5.0,97000,45.0
6207,3.0,5.5,3.0,1450000,245.0
6208,3.0,5.0,5.0,360000,140.0
6209,2.0,4.0,5.0,235000,85.0
6210,1.0,5.0,2.0,495000,110.0
6211,2.0,5.0,4.0,590000,140.0
6212,2.0,2.0,3.0,149000,60.0
6213,2.0,4.0,0.5,650000,150.0
6214,2.0,5.5,1.0,930000,220.0
6215,1.0,3.0,1.0,450000,149.0
6216,3.0,5.5,4.0,790000,200.0
6217,1.0,3.0,11.5,495000,120.0
6218,1.0,4.0,4.0,445000,116.0
6219,2.0,4.0,1.0,440000,120.0
6220,1.0,2.0,0.0,219000,70.0
6221,2.0,5.0,1.0,465000,141.0
6222,2.0,4.0,0.5,829000,140.0
6223,1.0,3.0,5.0,475000,90.0
6224,1.0,2.0,0.5,560000,56.0
6225,2.0,4.0,1.0,980000,113.0
6226,2.0,3.0,11.5,189000,95.0
6227,1.0,1.0,0.5,299000,54.0
6228,2.0,5.0,1.0,495000,150.0
6229,2.0,4.0,1.0,429000,120.0
6230,3.0,4.0,5.0,1080000,191.0
6231,3.0,4.0,4.0,1100000,151.0
6232,1.0,2.0,1.0,275000,81.0
6233,2.0,4.0,11.5,310000,141.0
6234,2.0,5.0,5.0,830000,200.0
6235,2.0,4.0,3.0,299000,139.0
6236,1.0,3.0,2.0,199000,110.0
6237,3.5,5.5,11.5,1050000,180.0
6238,1.0,2.0,0.0,198000,40.0
6239,1.0,2.0,8.0,275000,76.0
6240,1.0,3.0,11.5,299000,115.0
6241,1.0,2.0,0.3,285000,55.0
6242,3.5,5.5,2.0,1850000,375.0
6243,2.0,3.0,5.0,850000,120.0
6244,1.0,2.0,0.5,105000,40.0
6245,1.0,1.0,0.5,360000,36.0
6246,1.0,3.0,0.5,128000,55.0
6247,1.0,3.0,11.5,199000,75.0
6248,2.0,4.0,4.0,480000,140.0
6249,1.0,2.0,11.5,179000,50.0
6250,1.0,3.0,3.0,389000,80.0
6251,2.0,4.0,4.0,440000,105.0
6252,2.0,5.0,0.5,699000,160.0
6253,2.0,5.5,0.5,459000,170.0
6254,2.0,3.0,1.0,318000,100.0
6255,2.0,5.5,11.5,800000,240.0
6256,1.0,3.0,11.5,695000,90.0
6257,1.0,3.0,3.0,198000,90.0
6258,1.0,3.0,2.0,215000,115.0
6259,1.0,1.0,4.0,175000,16.0
6260,2.0,4.0,0.5,495000,108.0
6261,3.0,4.0,11.5,760000,200.0
6262,3.0,5.5,3.0,1350000,290.0
6263,2.0,3.0,2.0,260000,145.0
6264,2.0,4.0,6.0,369000,130.0
6265,1.0,3.0,2.0,149000,70.0
6266,2.0,4.0,4.0,340000,97.0
6267,1.0,2.0,11.5,275000,75.0
6268,2.0,3.0,0.5,298000,80.0
6269,3.0,5.5,2.0,1390000,324.0
6270,3.5,5.5,0.5,1200000,235.0
6271,2.0,3.0,2.0,459000,100.0
6272,1.0,3.0,5.0,169000,55.0
6273,3.0,5.0,2.0,2300000,230.0
6274,3.0,5.5,0.5,879000,220.0
6275,2.0,2.0,0.5,209000,110.0
6276,2.0,4.0,4.0,790000,151.0
6277,1.0,4.0,0.5,379000,100.0
6278,1.0,5.0,5.0,900000,150.0
6279,1.0,2.0,1.0,289000,60.0
6280,1.0,2.0,4.0,249000,60.0
6281,2.0,3.0,1.0,299000,98.0
6282,2.0,3.0,1.0,199000,104.0
6283,2.0,5.5,0.5,630000,195.0
6284,2.0,5.0,6.0,430000,155.0
6285,1.0,3.0,1.0,275000,110.0
6286,2.0,5.5,0.5,460000,170.0
6287,1.0,2.0,11.5,249000,50.0
6288,1.0,2.0,2.0,126000,69.0
6289,2.0,3.0,1.0,485000,93.0
6290,2.0,5.5,3.0,280000,200.0
6291,2.0,3.0,11.5,179000,72.0
6292,3.0,5.0,5.0,550000,160.0
6293,1.0,2.0,4.0,187000,60.0
6294,3.5,5.0,6.0,979000,226.0
6295,2.0,3.0,5.0,325000,90.0
6296,3.0,4.0,0.5,435000,150.0
6297,1.0,3.0,0.5,249000,50.0
6298,1.0,2.0,5.0,265000,74.0
6299,2.0,4.0,5.0,628000,103.0
6300,2.0,3.0,2.0,279000,109.0
6301,2.0,4.0,1.0,479000,89.0
6302,3.5,5.5,5.0,800000,300.0
6303,2.0,5.0,0.3,330000,119.0
6304,3.5,5.5,0.5,890000,400.0
6305,2.0,5.5,1.0,650000,205.0
6306,2.0,3.0,1.0,250000,100.0
6307,2.0,5.0,3.0,1590000,180.0
6308,3.0,4.0,3.0,420000,154.0
6309,2.0,3.0,1.0,445000,94.0
6310,2.0,5.0,5.0,569000,147.0
6311,2.0,3.0,3.0,279000,85.0
6312,3.5,5.5,2.0,1950000,300.0
6313,1.0,3.0,11.5,114000,60.0
6314,1.0,3.0,2.0,375000,100.0
6315,2.0,5.5,2.0,690000,180.0
6316,1.0,3.0,1.0,549000,135.0
6317,1.0,3.0,4.0,269000,105.0
6318,2.0,3.0,0.3,330000,92.0
6319,2.0,5.0,0.5,415000,130.0
6320,1.0,2.0,0.5,39000,35.0
6321,3.0,5.5,1.0,960000,240.0
6322,2.0,4.0,1.0,320000,115.0
6323,2.0,5.5,3.0,550000,140.0
6324,1.0,3.0,1.0,258000,80.0
6325,1.0,2.0,0.5,139000,50.0
6326,1.0,4.0,0.3,129000,100.0
6327,1.0,2.0,1.0,1390000,60.0
6328,2.0,4.0,0.5,579000,125.0
6329,1.0,4.0,5.0,520000,140.0
6330,1.0,2.0,8.0,270000,74.0
6331,2.0,4.0,2.0,260000,140.0
6332,1.0,1.0,0.5,260000,46.0
6333,1.0,2.0,1.0,110000,65.0
6334,1.0,3.0,3.0,388000,100.0
6335,1.0,3.0,0.5,199000,95.0
6336,1.0,2.0,1.0,169000,37.0
6337,2.0,4.0,3.0,329000,100.0
6338,1.0,2.0,1.0,179500,55.0
6339,1.0,3.0,3.0,430000,103.0
6340,2.0,5.0,1.0,545000,150.0
6341,3.0,5.0,3.0,635000,190.0
6342,1.0,3.0,0.5,210000,70.0
6343,3.0,5.5,4.0,1040000,208.0
6344,2.0,3.0,6.0,326000,102.0
6345,1.0,1.0,4.0,130000,43.0
6346,1.0,5.0,3.0,465000,104.0
6347,2.0,5.0,1.0,550000,140.0
6348,1.0,2.0,0.5,250000,76.0
6349,1.0,2.0,3.0,178000,61.0
6350,1.0,1.0,2.0,100000,45.0
6351,1.0,3.0,2.0,419000,90.0
6352,2.0,5.5,2.0,529000,170.0
6353,2.0,4.0,1.0,309000,115.0
6354,1.0,2.0,0.5,95000,120.0
6355,2.0,2.0,0.5,739000,120.0
6356,2.0,5.0,1.0,425000,137.0
6357,1.0,4.0,11.5,649000,120.0
6358,1.0,3.0,0.0,279000,90.0
6359,2.0,4.0,3.0,277000,100.0
6360,3.0,5.5,2.0,1149000,250.0
6361,1.0,2.0,0.5,119000,55.0
6362,1.0,5.0,0.3,219000,130.0
6363,1.0,2.0,0.5,265000,65.0
6364,2.0,3.0,3.0,189000,100.0
6365,3.0,5.5,4.0,740000,234.0
6366,2.0,4.0,1.0,279000,100.0
6367,2.0,5.5,3.0,459000,160.0
6368,1.0,2.0,2.0,145000,50.0
6369,1.0,4.0,0.5,499000,120.0
6370,2.0,5.0,2.0,1050000,183.0
6371,2.0,2.0,0.5,195000,45.0
6372,2.0,5.0,4.0,585000,133.0
6373,2.0,3.0,3.0,269000,110.0
6374,2.0,4.0,6.0,609000,135.0
6375,1.0,2.0,1.0,159000,70.0
6376,1.0,2.0,2.0,295000,61.0
6377,1.0,3.0,1.0,289000,89.0
6378,2.0,4.0,1.0,230000,100.0
6379,3.0,5.0,1.0,590000,150.0
6380,1.0,2.0,4.0,112000,59.0
6381,3.5,5.5,4.0,1380000,370.0
6382,2.0,5.5,0.3,660000,250.0
6383,2.0,3.0,11.5,595000,90.0
6384,1.0,2.0,4.0,129000,50.0
6385,2.0,3.0,3.0,210000,95.0
6386,1.0,2.0,0.5,67000,52.0
6387,1.0,3.0,3.0,259000,75.0
6388,1.0,2.0,0.5,289000,82.0
6389,3.5,5.5,11.5,795000,190.0
6390,1.0,4.0,3.0,165000,85.0
6391,2.0,4.0,2.0,205000,141.0
6392,1.0,2.0,3.0,270000,55.0
6393,2.0,3.0,0.3,145000,75.0
6394,1.0,2.0,0.5,109000,38.0
6395,2.0,4.0,0.5,260000,100.0
6396,2.0,3.0,1.0,499000,130.0
6397,1.0,3.0,7.0,240000,85.0
6398,1.0,2.0,0.5,149000,35.0
6399,2.0,3.0,9.0,389000,102.0
6400,2.0,4.0,8.0,199000,95.0
6401,2.0,4.0,2.0,259000,90.0
6402,2.0,4.0,2.0,540000,145.0
6403,1.0,3.0,0.5,300000,98.0
6404,2.0,3.0,2.0,315000,80.0
6405,3.0,5.5,1.0,555000,205.0
6406,2.0,3.0,2.0,255000,85.0
6407,2.0,4.0,2.0,169000,108.0
6408,2.0,3.0,0.0,210000,140.0
6409,2.0,4.0,1.0,710000,150.0
6410,2.0,4.0,4.0,245000,90.0
6411,1.0,3.0,0.5,210000,70.0
6412,1.0,2.0,0.3,259000,55.0
6413,1.0,2.0,2.0,210000,60.0
6414,2.0,3.0,4.0,550000,117.0
6415,1.0,3.0,0.3,245000,86.0
6416,2.0,3.0,3.0,390000,120.0
6417,2.0,5.0,11.5,960000,155.0
6418,1.0,2.0,0.5,130000,40.0
6419,2.0,3.0,0.3,259000,125.0
6420,3.5,5.5,11.5,730000,240.0
6421,3.0,5.0,2.0,530000,158.0
6422,1.0,3.0,7.0,220000,65.0
6423,1.0,3.0,4.0,259000,82.0
6424,2.0,3.0,0.3,359000,80.0
6425,2.0,4.0,2.0,205000,125.0
6426,3.0,5.0,5.0,389000,236.0
6427,1.0,3.0,11.5,299000,100.0
6428,2.0,4.0,3.0,299000,120.0
6429,1.0,2.0,3.0,179000,65.0
6430,1.0,5.5,0.5,350000,80.0
6431,3.0,5.5,2.0,949000,250.0
6432,1.0,3.0,1.0,249000,75.0
6433,2.0,3.0,0.5,360000,95.0
6434,1.0,2.0,2.0,125000,64.0
6435,1.0,2.0,1.0,129000,63.0
6436,1.0,3.0,0.5,169000,70.0
6437,2.0,4.0,1.0,350000,146.0
6438,1.0,4.0,3.0,210000,108.0
6439,1.0,3.0,0.3,200000,105.0
6440,2.0,5.0,0.5,1150000,163.0
6441,1.0,2.0,2.0,400000,65.0
6442,2.0,3.0,7.0,299000,85.0
6443,1.0,3.0,0.5,229000,80.0
6444,1.0,2.0,0.5,153000,50.0
6445,1.0,3.0,11.5,279000,90.0
6446,2.0,3.0,4.0,312000,95.0
6447,2.0,3.0,5.0,215000,85.0
6448,3.0,5.5,4.0,695000,160.0
6449,2.0,5.5,2.0,520000,173.0
6450,1.0,2.0,0.3,140000,70.0
6451,1.0,2.0,2.0,169000,50.0
6452,1.0,2.0,0.5,129000,63.0
6453,3.0,5.0,1.0,610000,240.0
6454,1.0,2.0,0.5,175000,60.0
6455,2.0,4.0,6.0,210000,120.0
6456,1.0,4.0,6.0,149000,120.0
6457,1.0,2.0,0.5,188000,52.0
6458,2.0,5.5,3.0,450000,158.0
6459,2.0,5.0,11.0,339000,135.0
6460,2.0,3.0,3.0,220000,106.0
6461,1.0,3.0,3.0,285000,100.0
6462,2.0,4.0,4.0,1150000,116.0
6463,2.0,4.0,11.5,398000,110.0
6464,1.0,2.0,0.5,115000,51.0
6465,2.0,3.0,11.5,499000,165.0
6466,2.0,5.5,3.0,925000,209.0
6467,1.0,1.0,4.0,89000,38.0
6468,1.0,3.0,3.0,152000,70.0
6469,2.0,4.0,1.0,315000,124.0
6470,2.0,3.0,0.5,220000,143.0
6471,2.0,4.0,5.0,415000,110.0
6472,2.0,3.0,2.0,275000,66.0
6473,2.0,5.5,2.0,490000,137.0
6474,2.0,5.0,11.5,389000,115.0
6475,1.0,2.0,2.0,195000,60.0
6476,1.0,4.0,4.0,189000,130.0
6477,1.0,2.0,2.0,107000,45.0
6478,2.0,3.0,3.0,239000,106.0
6479,3.5,5.5,3.0,3950000,348.0
6480,2.0,5.0,5.0,510000,156.0
6481,1.0,3.0,2.0,210000,107.0
6482,2.0,4.0,11.5,449000,123.0
6483,2.0,5.0,2.0,630000,151.0
6484,1.0,3.0,0.3,250000,87.0
6485,3.0,4.0,0.3,275000,100.0
6486,2.0,3.0,0.3,225000,113.0
6487,1.0,2.0,0.5,245000,60.0
6488,1.0,4.0,1.0,185000,100.0
6489,1.0,3.0,2.0,159000,50.0
6490,2.0,5.0,4.0,550000,180.0
6491,2.0,3.0,1.0,149000,78.0
6492,2.0,5.5,5.0,565000,160.0
6493,3.0,5.0,0.3,269000,150.0
6494,2.0,3.0,1.0,249000,85.0
6495,1.0,3.0,3.0,265000,100.0
6496,2.0,4.0,4.0,695000,131.0
6497,1.0,2.0,2.0,169000,50.0
6498,1.0,3.0,2.0,255000,80.0
6499,2.0,3.0,1.0,400000,91.0
6500,1.0,3.0,2.0,219000,90.0
6501,1.0,3.0,1.0,240000,70.0
6502,2.0,3.0,1.0,239000,80.0
6503,1.0,3.0,0.3,235000,88.0
6504,1.0,2.0,0.3,169000,57.0
6505,2.0,2.0,1.0,199000,63.0
6506,1.0,3.0,1.0,269000,66.0
6507,2.0,4.0,0.3,239000,100.0
6508,1.0,5.5,3.0,699000,170.0
6509,1.0,2.0,3.0,280000,55.0
6510,3.5,5.5,3.0,6400000,750.0
6511,2.0,5.5,3.0,520000,180.0
6512,3.0,5.0,6.0,730000,228.0
6513,2.0,2.0,0.5,400000,95.0
6514,1.0,2.0,3.0,650000,64.0
6515,1.0,3.0,11.5,129000,70.0
6516,2.0,4.0,5.0,285000,120.0
6517,2.0,2.0,1.0,250000,65.0
6518,2.0,5.0,2.0,380000,120.0
6519,2.0,4.0,0.5,595000,160.0
6520,3.0,5.5,1.0,1270000,300.0
6521,2.0,5.0,7.0,159000,135.0
6522,1.0,3.0,4.0,470000,116.0
6523,2.0,4.0,11.5,540000,115.0
6524,2.0,3.0,1.0,350000,113.0
6525,2.0,3.0,0.5,255000,133.0
6526,1.0,2.0,3.0,115000,40.0
6527,1.0,2.0,3.0,139000,50.0
6528,1.0,3.0,1.0,140000,70.0
6529,1.0,2.0,1.0,129000,50.0
6530,1.0,2.0,0.5,115000,55.0
6531,1.0,3.0,5.0,269000,75.0
6532,2.0,3.0,2.0,205000,85.0
6533,1.0,3.0,5.0,230000,80.0
6534,1.0,3.0,1.0,169000,60.0
6535,1.0,2.0,0.5,159000,53.0
6536,1.0,2.0,4.0,108000,40.0
6537,2.0,4.0,4.0,1150000,116.0
6538,1.0,3.0,0.0,155000,100.0
6539,1.0,3.0,2.0,199000,80.0
6540,1.0,2.0,1.0,155000,50.0
6541,1.0,3.0,2.0,149000,55.0
6542,1.0,2.0,2.0,215000,62.0
6543,2.0,3.0,3.0,359000,95.0
6544,2.0,4.0,5.0,445000,125.0
6545,1.0,2.0,0.5,98000,45.0
6546,1.0,3.0,0.3,149000,65.0
6547,2.0,4.0,2.0,225000,100.0
6548,1.0,3.0,2.0,135000,75.0
6549,2.0,3.0,0.5,420000,115.0
6550,1.0,2.0,0.5,220000,80.0
6551,1.0,2.0,3.0,149000,40.0
6552,2.0,5.0,4.0,549000,180.0
6553,2.0,4.0,0.3,269000,98.0
6554,2.0,3.0,7.0,279000,95.0
6555,1.0,2.0,4.0,235000,65.0
6556,1.0,2.0,0.0,79000,30.0
6557,1.0,2.0,11.5,189000,62.0
6558,2.0,4.0,0.5,330000,97.0
6559,3.5,5.5,0.5,845000,250.0
6560,2.0,3.0,0.5,359000,80.0
6561,2.0,4.0,11.5,399000,130.0
6562,1.0,2.0,1.0,569000,65.0
6563,1.0,3.0,0.5,489000,100.0
6564,1.0,3.0,2.0,319000,90.0
6565,3.5,5.0,1.0,1430000,220.0
6566,2.0,5.0,2.0,1090000,180.0
6567,1.0,2.0,3.0,259000,60.0
6568,1.0,3.0,4.0,245000,95.0
6569,1.0,2.0,0.5,110000,50.0
6570,2.0,5.0,11.5,1290000,140.0
6571,1.0,3.0,11.5,499000,70.0
6572,1.0,3.0,5.0,329000,80.0
6573,2.0,4.0,2.0,359000,120.0
6574,3.5,5.5,4.0,529000,200.0
6575,3.0,5.5,11.5,1250000,280.0
6576,2.0,5.5,1.0,495000,150.0
6577,1.0,2.0,0.5,255000,60.0
6578,2.0,5.5,2.0,589000,160.0
6579,1.0,4.0,3.0,330000,105.0
6580,2.0,4.0,11.5,287000,90.0
6581,2.0,3.0,3.0,125000,95.0
6582,1.0,3.0,0.0,449000,100.0
6583,2.0,3.0,11.5,479000,100.0
6584,2.0,4.0,1.0,359000,125.0
6585,2.0,4.0,1.0,795000,143.0
6586,2.0,4.0,8.0,499000,130.0
6587,3.0,4.0,3.0,435000,120.0
6588,2.0,4.0,2.0,749000,130.0
6589,1.0,2.0,4.0,184000,45.0
6590,1.0,4.0,2.0,245000,97.0
6591,2.0,4.0,11.5,515000,90.0
6592,2.0,5.0,3.0,1200000,120.0
6593,1.0,2.0,11.5,175000,50.0
6594,3.0,4.0,2.0,730000,173.0
6595,1.0,3.0,1.0,299000,80.0
6596,1.0,2.0,4.0,499000,60.0
6597,1.0,1.0,0.5,199000,100.0
6598,1.0,2.0,0.0,99000,50.0
6599,1.0,3.0,5.0,239000,75.0
6600,3.0,5.5,3.0,750000,310.0
6601,2.0,3.0,1.0,290000,85.0
6602,1.0,3.0,0.3,179000,90.0
6603,1.0,1.0,11.5,149000,45.0
6604,1.0,2.0,1.0,219000,75.0
6605,2.0,4.0,2.0,229000,115.0
6606,1.0,3.0,4.0,295000,90.0
6607,1.0,3.0,1.0,175000,65.0
6608,1.0,2.0,0.3,349000,60.0
6609,1.0,2.0,0.5,159000,71.0
6610,1.0,2.0,3.0,195000,55.0
6611,1.0,3.0,0.5,259000,90.0
6612,1.0,3.0,2.0,249000,90.0
6613,3.0,5.5,2.0,830000,250.0
6614,1.0,2.0,0.5,149000,70.0
6615,2.0,5.0,11.5,599000,170.0
6616,1.0,3.0,4.0,269000,110.0
6617,1.0,2.0,0.5,170000,56.0
6618,1.0,2.0,3.0,580000,80.0
6619,2.0,5.0,11.5,495000,125.0
6620,1.0,4.0,1.0,590000,155.0
6621,1.0,2.0,2.0,140000,55.0
6622,1.0,2.0,0.5,550000,84.0
6623,1.0,3.0,0.3,219000,65.0
6624,2.0,4.0,2.0,310000,140.0
6625,2.0,5.0,7.0,319000,136.0
6626,2.0,3.0,6.0,205000,100.0
6627,1.0,3.0,0.5,520000,90.0
6628,2.0,2.0,0.5,360000,50.0
6629,2.0,5.5,2.0,470000,157.0
6630,2.0,3.0,4.0,1050000,104.0
6631,1.0,3.0,0.5,310000,64.0
6632,1.0,2.0,0.5,145000,70.0
6633,1.0,1.0,0.5,89000,40.0
6634,1.0,3.0,1.0,285000,80.0
6635,1.0,3.0,0.0,850000,125.0
6636,2.0,5.0,2.0,1250000,142.0
6637,1.0,2.0,3.0,119000,70.0
6638,2.0,3.0,2.0,191000,95.0
6639,1.0,3.0,1.0,310000,100.0
6640,1.0,2.0,0.5,89000,40.0
6641,1.0,2.0,2.0,210000,66.0
6642,3.0,5.5,4.0,1050000,232.0
6643,1.0,3.0,11.5,185000,86.0
6644,1.0,4.0,2.0,599000,120.0
6645,2.0,5.0,0.5,465000,135.0
6646,1.0,3.0,7.0,225000,75.0
6647,2.0,4.0,0.5,345000,90.0
6648,1.0,2.0,3.0,135000,55.0
6649,2.0,3.0,11.5,290000,90.0
6650,1.0,2.0,1.0,175000,60.0
6651,1.0,2.0,2.0,595000,67.0
6652,2.0,4.0,2.0,395000,145.0
6653,2.0,5.0,3.0,1190000,145.0
6654,1.0,3.0,3.0,259000,70.0
6655,1.0,1.0,0.5,165000,40.0
6656,1.0,2.0,0.3,125000,45.0
6657,2.0,4.0,0.5,530000,126.0
6658,2.0,4.0,11.5,229000,110.0
6659,1.0,5.0,2.0,445000,87.0
6660,1.0,1.0,2.0,48000,20.0
6661,1.0,3.0,0.5,350000,100.0
6662,3.0,5.0,2.0,650000,182.0
6663,2.0,3.0,5.0,249000,90.0
6664,2.0,4.0,11.5,379000,113.0
6665,1.0,5.5,3.0,799000,95.0
6666,2.0,3.0,11.5,315000,80.0
6667,2.0,5.0,1.0,845000,175.0
6668,1.0,2.0,11.5,210000,50.0
6669,2.0,4.0,3.0,358000,147.0
6670,2.0,4.0,0.3,349000,130.0
6671,2.0,4.0,3.0,439000,120.0
6672,2.0,3.0,2.0,330000,80.0
6673,1.0,3.0,2.0,720000,87.0
6674,2.0,5.0,5.0,430000,150.0
6675,2.0,3.0,2.0,169000,100.0
